,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,last_scraped,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,property_type,room_type,bathrooms_text,price,has_availability,calendar_last_scraped,first_review,last_review,instant_bookable
1529,1,1,59.38386,17.92379,2,1.5,0.0,1.0,1,7,1,1,7,7,10,17,38,62,180,42,4,4.95,4.96,4.89,4.99,4.98,4.66,4.97,,1,1,0,0,2024-12-30,2020-01-18,within an hour,100%,100%,t,t,t,Entire guesthouse,Entire home/apt,1.5 baths,$400.00,t,2024-12-30,2020-03-08,2024-12-15,t
1530,1,2,59.30745,18.0668,2,1.0,1.0,1.0,1,365,1,1,365,365,0,0,0,120,4,0,0,5.0,5.0,5.0,4.5,5.0,5.0,5.0,,1,1,0,0,2024-12-30,2015-06-26,within a few hours,100%,0%,f,t,t,Entire rental unit,Entire home/apt,1 bath,"$1,000.00",t,2024-12-30,2023-06-19,2023-08-06,f
1531,1,1,59.27259,18.07505,6,2.0,4.0,4.0,5,14,5,5,14,14,23,53,83,358,0,0,0,4.9,4.9,4.9,5.0,5.0,4.9,4.8,,1,1,0,0,2024-12-30,2014-04-21,,,,f,t,t,Entire home,Entire home/apt,2 baths,"$4,921.00",t,2024-12-30,,,f
1532,1,1,59.38088,17.83881,1,1.0,1.0,2.0,180,1125,180,180,1125,1125,30,60,90,365,0,0,0,4.9,4.9,4.9,5.0,5.0,4.9,4.8,,1,0,1,0,2024-12-30,2020-01-21,,,,f,t,f,Private room in rental unit,Private room,1 bath,$200.00,t,2024-12-30,,,t
1533,1,3,59.33097,17.99789,8,1.0,3.0,2.0,5,1125,5,5,1125,1125,0,0,0,0,4,0,0,5.0,5.0,5.0,4.75,5.0,4.5,5.0,,1,1,0,0,2024-12-30,2014-01-03,,,,f,t,t,Entire rental unit,Entire home/apt,2 baths,,t,2024-12-30,2022-07-20,2022-08-01,f
1534,1,1,59.31624,18.05565,2,1.0,0.0,1.0,3,300,1,1,300,300,27,57,87,362,4,1,0,4.75,4.75,4.75,5.0,5.0,4.5,4.25,,1,1,0,0,2024-12-30,2015-10-23,within a few hours,100%,100%,f,t,t,Entire rental unit,Entire home/apt,1 bath,"$1,943.00",t,2024-12-30,2020-02-09,2024-11-28,f
1535,4,6,59.30387,17.96244,2,1.0,1.0,2.0,1,7,1,1,1125,1125,0,0,0,0,38,23,0,4.95,4.84,4.79,4.95,4.95,4.87,4.74,,4,0,4,0,2024-12-30,2014-11-25,within an hour,100%,99%,t,t,t,Private room in villa,Private room,1.5 shared baths,,t,2024-12-30,2020-02-07,2024-10-17,f
1536,41,139,59.31309127807617,18.07707977294922,2,1.0,2.0,2.0,3,1125,1,3,1125,1125,7,30,60,328,155,55,3,4.86,4.94,4.9,4.67,4.88,4.97,4.82,,40,40,0,0,2024-12-30,2014-10-23,within an hour,100%,99%,t,t,t,Entire rental unit,Entire home/apt,1 bath,"$1,160.00",t,2024-12-30,2020-05-31,2024-12-16,f
1537,1,2,59.30418,18.01138,2,1.0,1.0,2.0,3,730,3,3,730,730,0,0,0,0,7,1,0,4.86,5.0,4.71,4.71,4.83,4.86,4.86,,1,1,0,0,2024-12-30,2015-07-25,,,50%,f,t,t,Entire rental unit,Entire home/apt,1.5 baths,,t,2024-12-30,2021-07-09,2024-05-20,f
1538,47,71,59.31286,18.07608,6,1.0,2.0,3.0,2,1125,2,5,1125,1125,14,36,66,86,198,52,2,4.58,4.68,4.66,4.51,4.67,4.91,4.47,,38,38,0,0,2024-12-30,2016-02-25,within an hour,100%,89%,f,t,t,Entire rental unit,Entire home/apt,1 bath,"$2,193.00",t,2024-12-30,2020-02-25,2024-12-09,f
1539,1,2,59.29031,17.95285,8,2.0,5.0,8.0,4,730,4,7,730,730,4,4,4,34,3,3,0,5.0,5.0,5.0,5.0,5.0,4.33,5.0,,1,1,0,0,2024-12-30,2014-07-23,within an hour,100%,57%,f,t,t,Entire villa,Entire home/apt,2 baths,"$2,895.00",t,2024-12-30,2024-07-18,2024-07-28,f
1540,1,1,59.31172,18.06854,2,1.0,1.0,2.0,5,31,5,5,31,31,0,0,0,0,8,1,0,5.0,5.0,4.88,4.88,5.0,5.0,4.63,,1,1,0,0,2024-12-30,2015-10-22,,,100%,f,t,t,Entire rental unit,Entire home/apt,1 bath,,t,2024-12-30,2020-03-21,2024-05-30,f
1541,1,1,59.33477,18.02861,2,1.0,1.0,2.0,1,1125,1,1,1125,1125,0,0,0,0,3,0,0,4.67,4.67,5.0,5.0,5.0,5.0,4.67,,1,1,0,0,2024-12-30,2020-01-29,,,,f,t,t,Entire rental unit,Entire home/apt,1 bath,,t,2024-12-30,2020-02-17,2023-01-20,f
1542,1,1,59.31718,18.07325,6,1.0,4.0,2.0,3,30,3,3,1125,1125,0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,,1,1,0,0,2024-12-30,2020-01-29,,,,f,t,f,Entire rental unit,Entire home/apt,1.5 baths,,,2024-12-30,2020-07-27,2020-07-27,f
1543,1,1,59.38987,17.80421,6,1.0,4.0,2.0,4,45,5,5,1125,1125,0,0,0,0,4,4,0,4.75,4.25,4.5,4.75,4.75,4.5,4.25,,1,1,0,0,2024-12-30,2015-06-30,,,100%,f,t,t,Entire villa,Entire home/apt,2.5 baths,,t,2024-12-30,2024-07-15,2024-09-08,f
1544,2,2,59.36257108354127,17.83567529326852,2,1.0,1.0,1.0,5,730,5,5,730,730,14,44,74,164,43,2,0,4.6,4.35,4.56,4.53,4.56,4.19,4.67,,2,1,1,0,2024-12-30,2015-10-16,within an hour,100%,100%,f,t,t,Private room in rental unit,Private room,1 shared bath,$400.00,t,2024-12-30,2020-02-25,2024-10-28,f
1545,10,12,59.30646,18.10936,1,1.0,1.0,2.0,2,111,2,2,111,111,30,60,90,180,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,10,3,7,0,2024-12-30,2016-03-14,within a day,70%,4%,f,t,t,Private room in rental unit,Private room,1.5 baths,,t,2024-12-30,2022-10-01,2022-10-01,f
1546,2,3,59.28001,18.10463,6,2.5,4.0,4.0,2,365,1,2,365,365,0,4,5,44,26,24,0,4.81,4.85,4.77,4.92,4.92,4.96,4.81,,1,1,0,0,2024-12-30,2020-02-07,within a few hours,100%,76%,f,t,t,Entire villa,Entire home/apt,2.5 baths,"$2,914.00",t,2024-12-30,2023-10-29,2024-10-06,f
1547,69,89,59.27249,18.02992,6,1.0,2.0,4.0,3,30,3,3,1125,1125,24,54,80,142,87,21,0,4.82,4.82,4.83,4.89,4.87,4.61,4.71,,24,24,0,0,2024-12-30,2018-10-16,within an hour,99%,98%,t,t,t,Entire home,Entire home/apt,1 bath,"$1,200.00",t,2024-12-30,2020-05-12,2024-11-25,f
1548,1,1,59.33601,17.97448,4,1.5,2.0,1.0,7,10,7,7,10,10,0,0,0,60,0,0,0,4.9,4.9,4.9,5.0,5.0,4.9,4.8,,1,1,0,0,2024-12-30,2020-02-09,within an hour,100%,,f,t,t,Entire condo,Entire home/apt,1.5 baths,$960.00,t,2024-12-30,,,f
1549,1,1,59.24917,18.09323,6,2.5,4.0,4.0,5,1125,5,5,1125,1125,23,53,83,173,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,1,1,0,0,2024-12-30,2017-01-17,within an hour,100%,50%,f,t,t,Entire townhouse,Entire home/apt,2.5 baths,"$2,900.00",t,2024-12-30,2022-07-25,2022-12-28,f
1550,1,2,59.27393,18.02289,6,2.0,4.0,5.0,2,10,2,4,10,10,0,0,0,0,5,3,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,1,1,0,0,2024-12-30,2013-09-17,within a day,100%,88%,f,t,t,Entire villa,Entire home/apt,2 baths,"$2,000.00",t,2024-12-30,2020-06-30,2024-12-29,f
1551,1,1,59.27602,18.11169,6,2.0,3.0,3.0,4,365,1,4,365,365,5,13,43,81,5,5,0,5.0,5.0,4.8,5.0,5.0,4.8,4.6,,1,1,0,0,2024-12-30,2020-01-21,within a day,100%,39%,f,t,f,Entire home,Entire home/apt,2 baths,"$2,250.00",t,2024-12-30,2024-04-13,2024-08-09,f
1552,1,1,59.23871,18.101,1,1.0,1.0,2.0,1,30,1,1,1125,1125,0,0,0,0,0,0,0,4.9,4.9,4.9,5.0,5.0,4.9,4.8,,1,0,1,0,2024-12-30,2020-01-12,,,,f,t,f,Private room in rental unit,Private room,1 shared bath,,,2024-12-30,,,f
1553,1,2,59.29651,18.04631,4,1.0,1.0,1.0,14,40,14,14,40,40,24,54,84,174,24,5,0,4.58,4.71,4.04,4.67,4.75,4.63,4.58,,1,1,0,0,2024-12-30,2017-05-18,within an hour,100%,91%,f,t,t,Entire rental unit,Entire home/apt,1 bath,$694.00,t,2024-12-30,2020-09-08,2024-11-13,f
1554,1,2,59.29193,17.96378,2,1.0,1.0,2.0,2,3,2,2,3,3,0,0,0,0,5,5,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,1,0,1,0,2024-12-30,2012-06-23,,,86%,f,t,t,Private room in rental unit,Private room,1 shared bath,,t,2024-12-30,2024-05-05,2024-06-08,f
1555,1,1,59.2812576,18.0857395,5,1.5,3.0,4.0,2,14,2,2,14,14,27,57,85,262,10,10,0,4.9,4.9,4.8,5.0,5.0,5.0,4.9,,1,1,0,0,2024-12-30,2018-09-27,within a day,100%,52%,f,t,t,Entire villa,Entire home/apt,1.5 baths,"$2,500.00",t,2024-12-30,2024-06-01,2024-11-25,f
1556,1,2,59.30123,18.03804,3,1.0,1.0,2.0,2,14,2,2,14,14,0,0,0,0,3,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.67,,1,1,0,0,2024-12-30,2015-03-01,,,,f,t,t,Entire condo,Entire home/apt,1 bath,,t,2024-12-30,2021-11-24,2022-01-02,f
1557,1,1,59.3737,17.90736,5,1.0,4.0,2.0,7,28,7,7,1125,1125,0,0,0,0,0,0,0,4.9,4.9,4.9,5.0,5.0,4.9,4.8,,1,1,0,0,2024-12-30,2020-02-12,,,,f,t,f,Entire villa,Entire home/apt,2 baths,,t,2024-12-30,,,f
1558,1,1,59.28327,18.08866,2,1.0,1.0,1.0,1,30,1,1,30,30,23,53,83,358,6,1,0,5.0,5.0,5.0,5.0,5.0,4.67,5.0,,1,0,1,0,2024-12-30,2020-02-19,,,,f,t,f,Private room in rental unit,Private room,1 shared bath,"$1,100.00",t,2024-12-30,2020-03-15,2024-05-18,f
1559,1,1,59.32356,17.9917,4,1.0,1.0,2.0,1,90,1,1,90,90,0,27,57,118,0,0,0,4.9,4.9,4.9,5.0,5.0,4.9,4.8,,1,1,0,0,2024-12-30,2017-08-11,within a day,50%,25%,f,t,t,Entire rental unit,Entire home/apt,1 bath,"$2,500.00",t,2024-12-30,,,f
1560,4,6,59.30386,17.9622,2,1.5,1.0,1.0,1,30,1,1,1125,1125,9,9,9,9,19,1,0,4.84,4.84,4.68,5.0,4.95,4.89,4.84,,4,0,4,0,2024-12-30,2014-11-25,within an hour,100%,99%,t,t,t,Private room in villa,Private room,1.5 shared baths,$500.00,t,2024-12-30,2023-05-13,2024-05-22,f
1561,1,3,59.30657,18.0237,6,1.0,3.0,6.0,3,30,3,3,30,30,23,53,83,268,0,0,0,4.9,4.9,4.9,5.0,5.0,4.9,4.8,,1,1,0,0,2024-12-30,2017-02-15,a few days or more,10%,0%,f,t,t,Entire rental unit,Entire home/apt,1 bath,"$1,009.00",t,2024-12-30,,,f
1562,1,1,59.26088,18.07663,1,1.0,1.0,1.0,60,120,60,60,120,120,29,59,89,89,10,2,0,4.5,4.8,3.8,4.9,4.8,4.6,4.1,,1,0,1,0,2024-12-30,2016-08-24,,,67%,f,t,t,Private room in rental unit,Private room,1 shared bath,$349.00,t,2024-12-30,2020-11-04,2024-10-31,f
1563,1,1,59.30955,18.08369,2,1.0,1.0,2.0,1,1125,1,1,1125,1125,0,0,0,0,18,6,0,5.0,5.0,4.89,5.0,5.0,5.0,5.0,,1,1,0,0,2024-12-30,2016-03-13,,,100%,f,t,f,Entire rental unit,Entire home/apt,1 bath,,t,2024-12-30,2021-10-03,2024-09-02,f
1564,1,1,59.34596,18.05141,1,1.0,1.0,2.0,1,7,1,1,7,7,0,0,0,0,155,20,1,4.86,4.87,4.9,4.81,4.78,4.92,4.89,,1,0,1,0,2024-12-30,2019-10-02,within an hour,100%,94%,t,t,t,Private room in rental unit,Private room,1 shared bath,,t,2024-12-30,2021-06-12,2024-12-22,f
1565,1,3,59.31155,18.07602,3,1.0,1.0,1.0,10,365,10,10,365,365,29,59,89,364,0,0,0,4.9,4.9,4.9,5.0,5.0,4.9,4.8,,1,1,0,0,2024-12-30,2014-04-06,,,0%,f,t,t,Entire rental unit,Entire home/apt,1 bath,"$1,443.00",t,2024-12-30,,,f
1566,1,2,59.34792,18.0497,4,1.0,2.0,2.0,7,55,7,7,55,55,0,0,0,0,22,3,0,4.86,4.91,4.68,4.91,4.86,4.82,4.82,,1,1,0,0,2024-12-30,2020-02-25,,,71%,f,t,t,Entire condo,Entire home/apt,2 baths,,t,2024-12-30,2020-08-23,2024-09-26,f
1567,1,2,59.29566,18.0752,2,1.0,1.0,1.0,1,4,1,1,4,4,30,60,86,180,59,22,0,4.93,4.9,4.92,4.95,4.93,4.8,4.83,,1,0,1,0,2024-12-30,2015-07-07,within a few hours,100%,97%,t,t,t,Private room in condo,Private room,1 shared bath,$880.00,t,2024-12-30,2020-03-07,2024-11-10,f
1568,5,7,59.27707,18.13432,1,1.0,1.0,2.0,30,130,30,30,130,130,28,58,88,88,0,0,0,4.9,4.9,4.9,5.0,5.0,4.9,4.8,,4,0,4,0,2024-12-30,2013-03-12,,,,f,t,t,Private room in guest suite,Private room,1 shared bath,,t,2024-12-30,,,f
1569,1,1,59.34405,18.06868,4,1.5,3.0,3.0,7,1125,7,7,1125,1125,27,57,87,362,11,6,0,5.0,5.0,5.0,5.0,5.0,4.91,5.0,,1,1,0,0,2024-12-30,2020-02-06,within an hour,100%,83%,f,t,t,Entire loft,Entire home/apt,1.5 baths,"$3,500.00",t,2024-12-30,2023-05-13,2024-08-12,f
1570,5,7,59.27313,17.98428,1,2.0,1.0,1.0,14,1125,14,14,1125,1125,0,27,57,133,17,4,0,4.82,4.88,4.76,5.0,5.0,4.53,4.94,,4,1,3,0,2024-12-30,2015-09-07,within an hour,100%,90%,t,t,t,Private room in rental unit,Private room,2 shared baths,$298.00,t,2024-12-30,2020-07-10,2024-09-01,f
1571,2,2,59.24403,18.08323,2,2.5,1.0,1.0,1,1125,1,1,1125,1125,29,59,89,364,32,5,0,4.94,4.97,4.69,5.0,5.0,4.84,5.0,,2,0,2,0,2024-12-30,2016-06-26,within a day,100%,100%,f,t,t,Private room in rental unit,Private room,2.5 baths,$540.00,t,2024-12-30,2020-03-05,2024-09-30,f
1572,1,7,59.31449,18.09085,4,1.5,1.0,4.0,1,365,1,1,1125,1125,0,0,0,0,43,0,0,4.86,4.91,4.86,4.98,4.98,4.93,4.67,,1,1,0,0,2024-12-30,2013-10-29,within an hour,100%,100%,f,t,t,Entire rental unit,Entire home/apt,1.5 baths,"$1,050.00",t,2024-12-30,2020-05-11,2023-09-29,f
1573,1,1,59.2755,17.88734,1,1.5,1.0,1.0,30,365,30,30,1125,1125,30,60,90,90,0,0,0,4.9,4.9,4.9,5.0,5.0,4.9,4.8,,1,1,0,0,2024-12-30,2019-03-06,,,,f,t,t,Entire condo,Entire home/apt,1.5 baths,$449.00,t,2024-12-30,,,f
1574,1,1,59.31884,18.05179,2,1.0,1.0,2.0,4,1125,4,4,1125,1125,0,0,0,0,0,0,0,4.9,4.9,4.9,5.0,5.0,4.9,4.8,,1,1,0,0,2024-12-30,2020-03-05,,,,f,t,f,Entire rental unit,Entire home/apt,1 bath,,t,2024-12-30,,,f
1575,10,12,59.39203,17.77311,10,2.5,1.0,1.0,1,1,1,1,1,1,23,53,83,173,0,0,0,4.9,4.9,4.9,5.0,5.0,4.9,4.8,,10,3,7,0,2024-12-30,2016-03-14,within a day,70%,4%,f,t,t,Private room in home,Private room,2.5 shared baths,"$3,900.00",t,2024-12-30,,,f
1576,21,22,59.33633,18.03009,2,1.0,1.0,2.0,1,14,2,2,999,999,29,59,89,362,157,17,0,4.67,4.79,4.71,4.9,4.77,4.64,4.7,,21,0,21,0,2024-12-30,2019-04-30,within an hour,100%,99%,f,t,t,Private room in hostel,Private room,1 private bath,$867.00,t,2024-12-30,2020-10-22,2024-11-02,t
1577,21,22,59.33515,18.03194,2,1.0,1.0,2.0,1,1125,1,1,1,999,29,59,89,331,8,2,0,4.5,4.63,4.63,5.0,5.0,4.63,4.5,,21,0,21,0,2024-12-30,2019-04-30,within an hour,100%,99%,f,t,t,Private room in hostel,Private room,1.5 baths,,t,2024-12-30,2023-03-22,2024-08-15,f
1578,21,22,59.335,18.02989,4,1.0,1.0,2.0,1,14,2,2,999,999,29,59,89,362,94,10,0,4.48,4.62,4.35,4.8,4.7,4.48,4.61,,21,0,21,0,2024-12-30,2019-04-30,within an hour,100%,99%,f,t,t,Private room in hostel,Private room,1 private bath,,t,2024-12-30,2020-08-15,2024-11-29,t
1579,8,33,59.40104,17.95177,2,1.0,1.0,1.0,7,1125,7,7,1125,1125,29,59,89,179,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,8,8,0,0,2024-12-30,2019-08-23,within an hour,100%,84%,t,t,t,Room in aparthotel,Entire home/apt,1 bath,$850.00,t,2024-12-30,2020-08-16,2020-08-16,f
1580,1,1,59.34393,18.07109,2,1.0,1.0,2.0,3,10,3,3,10,10,0,0,0,0,5,3,0,5.0,5.0,5.0,5.0,5.0,5.0,4.8,,1,1,0,0,2024-12-30,2014-08-05,,,75%,f,t,t,Entire loft,Entire home/apt,1.5 baths,,t,2024-12-30,2023-08-04,2024-07-25,f
1581,9,9,59.33658,18.05251,2,1.0,1.0,1.0,1,30,1,1,1125,1125,1,1,1,1,46,9,1,4.65,4.72,4.7,4.89,4.78,4.89,4.7,,9,1,5,0,2024-12-30,2017-02-12,within an hour,100%,100%,t,t,t,Room in hotel,Private room,1 private bath,$607.00,t,2024-12-30,2020-03-20,2024-12-20,t
1582,1,1,59.30023,18.01458,2,1.0,1.0,1.0,15,65,15,15,65,65,23,53,83,263,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,,1,1,0,0,2024-12-30,2014-06-29,a few days or more,0%,0%,f,t,t,Entire rental unit,Entire home/apt,1 bath,$900.00,t,2024-12-30,2021-08-28,2021-08-28,f
1583,9,9,59.33836,18.05442,4,1.0,1.0,2.0,1,1125,1,1,1125,1125,0,0,0,0,5,2,1,5.0,5.0,5.0,4.6,5.0,5.0,5.0,,9,1,5,0,2024-12-30,2017-02-12,within an hour,100%,100%,t,t,t,Room in hotel,Private room,1.5 baths,,t,2024-12-30,2020-11-16,2024-12-20,t
1584,1,1,59.32152,17.99198,10,1.0,5.0,2.0,5,1125,5,5,1125,1125,0,0,0,0,0,0,0,4.9,4.9,4.9,5.0,5.0,4.9,4.8,,1,1,0,0,2024-12-30,2020-03-26,,,,f,t,f,Entire home,Entire home/apt,4 baths,,,2024-12-30,,,f
1585,1,1,59.29537,18.09293,3,1.0,2.0,2.0,3,1125,3,3,1125,1125,0,0,0,0,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,1,1,0,0,2024-12-30,2014-02-25,,,,f,t,f,Entire rental unit,Entire home/apt,1.5 baths,,t,2024-12-30,2020-08-24,2021-08-02,f
1586,1,1,59.29737,17.98003,4,1.0,1.0,2.0,1,1125,1,1,1125,1125,0,0,0,0,0,0,0,4.9,4.9,4.9,5.0,5.0,4.9,4.8,,1,1,0,0,2024-12-30,2018-11-21,,,,f,t,t,Entire rental unit,Entire home/apt,1 bath,,t,2024-12-30,,,f
1587,1,4,59.27135,18.11203,6,1.0,3.0,2.0,3,1125,3,3,1125,1125,0,0,0,0,2,1,0,5.0,5.0,5.0,4.5,5.0,5.0,5.0,,1,1,0,0,2024-12-30,2013-06-26,,,67%,f,t,t,Entire home,Entire home/apt,3 baths,,t,2024-12-30,2023-07-22,2024-07-19,f
1588,1,3,59.36546,17.82074,2,1.0,1.0,2.0,2,10,2,2,10,10,0,0,0,0,14,0,0,4.79,5.0,4.5,4.86,4.93,4.93,4.79,,1,1,0,0,2024-12-30,2013-07-19,,,100%,f,t,t,Entire rental unit,Entire home/apt,1 bath,,t,2024-12-30,2020-06-14,2023-08-22,f
1589,1,1,59.34274,18.04643,4,1.0,3.0,3.0,3,45,3,3,45,45,0,1,3,6,13,7,0,5.0,4.77,5.0,4.92,5.0,4.92,4.77,,1,1,0,0,2024-12-30,2020-05-09,,,67%,f,t,t,Entire rental unit,Entire home/apt,1 bath,"$2,500.00",t,2024-12-30,2022-04-18,2024-09-22,f
1590,3,3,59.33392,18.0532,5,1.0,2.0,2.0,7,90,7,7,1125,1125,0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,1,1,0,0,2024-12-30,2013-09-26,within an hour,100%,97%,t,t,t,Entire rental unit,Entire home/apt,1 bath,,t,2024-12-30,2020-07-18,2020-07-18,t
1591,3,4,59.32384,18.07062,2,1.0,1.0,1.0,1,1125,1,1,1125,1125,7,29,49,297,347,92,5,4.51,4.65,4.61,4.73,4.61,4.91,4.54,,3,3,0,0,2024-12-30,2020-01-09,within an hour,96%,100%,f,t,t,Entire rental unit,Entire home/apt,1 bath,"$1,029.00",t,2024-12-30,2020-05-20,2024-12-15,f
